archiveType,climateInterpretation_variable,climateInterpretation_variableDetail,dataSetName,datasetId,duplicateDetails,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,yearUnits
tree,temperature+moisture,N/A,europe_lith023,FE23_europe_lith023,N/A,40.0,55.099998474121094,24.483333587646484,Azuolpamuse,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith023.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Vitas,TRW,LADE,standardized_anomalies,CE
tree,temperature+moisture,N/A,europe_neth021,FE23_europe_neth021,N/A,26.0,52.0,5.7166666984558105,BennekomseBos,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth021.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,PISY,standardized_anomalies,CE
tree,moisture,N/A,europe_neth031,FE23_europe_neth031,N/A,20.0,52.25,5.833333492279053,AllScotsPineDataintheNetherlands,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth031.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,PISY,standardized_anomalies,CE
tree,temperature+moisture,N/A,europe_norw013,FE23_europe_norw013,N/A,25.0,60.36666488647461,11.066666603088379,Hurdal,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Briffa,TRW,PISY,standardized_anomalies,CE
tree,temperature+moisture,N/A,europe_pola001,FE23_europe_pola001,N/A,1550.0,49.0,20.0,HalaGasienicowa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Feliksik,TRW,PCAB,standardized_anomalies,CE
tree,temperature+moisture,N/A,europe_pola008,FE23_europe_pola008,N/A,160.0,52.70000076293945,23.649999618530273,Hajnowka,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE
tree,moisture,N/A,europe_pola012,FE23_europe_pola012,N/A,70.0,52.266666412353516,16.799999237060547,Poznan,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE
tree,moisture,N/A,europe_pola013,FE23_europe_pola013,N/A,140.0,54.08333206176758,23.016666412353516,Suwalki,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE
tree,moisture,N/A,europe_pola016,FE23_europe_pola016,N/A,50.0,53.95000076293945,14.5,Wolin,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola016.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE
tree,moisture,N/A,europe_pola017,FE23_europe_pola017,N/A,180.0,51.25,17.16666603088379,Wroclaw,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE
tree,temperature+moisture,N/A,europe_pola020,FE23_europe_pola020,N/A,1500.0,49.25,19.91666603088379,Gasienicowy,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola020.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE
tree,moisture,N/A,europe_slov001,FE23_europe_slov001,N/A,550.0,45.95000076293945,14.316666603088379,BistraVrhnika,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/slov001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Cufar,TRW,ABAL,standardized_anomalies,CE
