archiveType,climateInterpretation_variable,climateInterpretation_variableDetail,dataSetName,datasetId,duplicateDetails,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,yearUnits
tree,temperature,N/A,europe_brit003,FE23_europe_brit003,N/A,150.0,52.13333511352539,-7.900000095367432,Cappoquin,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pilcher,TRW,QUPE,standardized_anomalies,CE
tree,temperature,N/A,europe_brit005,FE23_europe_brit005,N/A,20.0,54.88333511352539,-4.833333492279053,Glenluce,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pilcher,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_brit006,FE23_europe_brit006,N/A,100.0,53.13333511352539,-6.083333492279053,GlenoftheDowns,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pilcher,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_brit009,FE23_europe_brit009,N/A,30.0,52.83333206176758,-8.666666984558105,LoughDoon,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pilcher,TRW,QUPE,standardized_anomalies,CE
tree,temperature,N/A,europe_brit015,FE23_europe_brit015,N/A,500.0,57.0,-3.5833332538604736,Inverey,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_brit016,FE23_europe_brit016,N/A,12.0,57.5,-5.616666793823242,Shieldaig,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit016.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_brit017,FE23_europe_brit017,N/A,381.0,56.95000076293945,-3.316666603088379,Ballochbuite,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_brit020,FE23_europe_brit020,N/A,457.0,57.016666412353516,-3.566666603088379,GlenDerry,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit020.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_brit022,FE23_europe_brit022,N/A,400.0,56.983333587646484,-3.5,MarLodge,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit022.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE
tree,temperature,N/A,europe_brit028,FE23_europe_brit028,N/A,80.0,54.46666717529297,-5.833333492279053,SaintfieldHouse,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit028.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pilcher,TRW,QUSP,standardized_anomalies,CE
tree,temperature,N/A,europe_brit049w,FE23_europe_brit049w,N/A,20.0,56.96666717529297,-5.75,"Mallaig,LochMorar",https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit049w.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_brit11,FE23_europe_brit11,N/A,213.0,54.11666488647461,-0.9166666865348816,CastleHoward,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit11.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Morgan,TRW,QUSP,standardized_anomalies,CE
tree,temperature,N/A,europe_brit4,FE23_europe_brit4,N/A,70.0,51.79999923706055,-1.1166666746139526,Oakley,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit4.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pilcher,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_finl010,FE23_europe_finl010,N/A,185.0,62.849998474121094,25.483333587646484,PyhanHakinNationalPark,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl010.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_finl012,FE23_europe_finl012,N/A,115.0,60.66666793823242,23.883333206176758,KyynaraNationalParkLiesjarven,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE
tree,temperature,N/A,europe_finl013,FE23_europe_finl013,N/A,180.0,61.83333206176758,23.483333587646484,Kovero,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE
tree,temperature,N/A,europe_finl015,FE23_europe_finl015,N/A,300.0,63.099998474121094,25.483333587646484,Koliberg,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE
tree,temperature,N/A,europe_finl017,FE23_europe_finl017,N/A,300.0,65.61666870117188,27.600000381469727,IsoSyete,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE
tree,temperature,N/A,europe_finl019,FE23_europe_finl019,N/A,270.0,67.0,27.116666793823242,LaagennusPyhantunturiNationalPark,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl019.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE
tree,temperature,N/A,europe_finl041,FE23_europe_finl041,N/A,nan,61.91666793823242,29.0,KaivantoPaskolahti,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl041.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Meriläinen,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_finl043,FE23_europe_finl043,N/A,nan,61.93333435058594,28.983333587646484,Kaivanto,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl043.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Meriläinen,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_finl044,FE23_europe_finl044,N/A,nan,61.86666488647461,28.816667556762695,MatkoKerimäki,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl044.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Meriläinen,TRW,PCAB,standardized_anomalies,CE
tree,temperature,N/A,europe_finl045,FE23_europe_finl045,N/A,nan,68.06666564941406,27.200000762939453,VuotsoGSF,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl045.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Meriläinen,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_finl054,FE23_europe_finl054,N/A,180.0,67.21666717529297,26.816667556762695,Tutkimusasema,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl054.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Melvin,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_fran003,FE23_europe_fran003,N/A,136.0,48.45000076293945,2.683333396911621,Fontainebleau,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Pilcher,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_fran017,FE23_europe_fran017,N/A,1700.0,43.88333511352539,7.333333492279053,NizzaForetd'Aillon,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,ABAL,standardized_anomalies,CE
tree,temperature,N/A,europe_fran022,FE23_europe_fran022,N/A,1950.0,42.45000076293945,2.383333444595337,Llipodere,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran022.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PIMU,standardized_anomalies,CE
tree,temperature,N/A,europe_germ001,FE23_europe_germ001,N/A,78.0,51.016666412353516,7.133333206176758,OdenthalAbt.13,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schmidt,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_germ004,FE23_europe_germ004,N/A,43.0,52.25,8.899999618530273,Barkhausen,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schmidt,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_germ007,FE23_europe_germ007,N/A,95.0,52.16666793823242,8.966666221618652,Varenholz,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ007.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schmidt,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_germ009,FE23_europe_germ009,N/A,50.0,52.31666564941406,9.033333778381348,Schaumburg,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schmidt,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_germ012,FE23_europe_germ012,N/A,30.0,54.5,9.5,Schleswig,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Eckstein,TRW,QURO,standardized_anomalies,CE
tree,temperature,N/A,europe_germ014,FE23_europe_germ014,N/A,710.0,48.56666564941406,9.083333015441895,SchonegrundObererBannwald(TreeMeans),https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ014.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Becker,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_germ018,FE23_europe_germ018,N/A,750.0,48.56666564941406,9.083333015441895,ObererBannwaldB,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ018.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Becker,TRW,PISY,standardized_anomalies,CE
tree,temperature,N/A,europe_germ019,FE23_europe_germ019,N/A,1725.0,47.66666793823242,13.0,Berchtesgaden,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ019.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Brehme,TRW,LADE,standardized_anomalies,CE
