# Decisions for duplicate candidate pairs. 
# Operated by Lucie Luecke (LL)
# E-Mail: ljluec1@st-andrews.ac.uk
# Created on: 2025-11-11 08:09:13.630662 (UTC)
# 
index 1,index 2,figure path,datasetId 1,datasetId 2,originalDatabase 1,originalDatabase 2,geo_siteName 1,geo_siteName 2,geo_meanLat 1,geo_meanLat 2,geo_meanLon 1,geo_meanLon 2,geo_meanElevation 1,geo_meanElevation 2,archiveType 1,archiveType 2,paleoData_proxy 1,paleoData_proxy 2,originalDataURL 1,originalDataURL 2,year 1,year 2,Decision 1,Decision 2,Decision type,Decision comment
index 1,index 2,figure path,datasetId 1,datasetId 2,originalDatabase 1,originalDatabase 2,geo_siteName 1,geo_siteName 2,geo_meanLat 1,geo_meanLat 2,geo_meanLon 1,geo_meanLon 2,geo_meanElevation 1,geo_meanElevation 2,archiveType 1,archiveType 2,paleoData_proxy 1,paleoData_proxy 2,originalDataURL 1,originalDataURL 2,year 1,year 2,Decision 1,Decision 2,Decision type,Decision comment
1,2,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/000_ch2k_ZI15MER01_2_ch2k_ZI15MER01_4__1_2.jpg,ch2k_ZI15MER01_2,ch2k_ZI15MER01_4,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Rowley Shoals, Australia","Rowley Shoals, Australia",-17.100000381469727,-17.100000381469727,119.5999984741211,119.5999984741211,-17.0,-17.0,Coral,Coral,Sr/Ca,Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/19239,https://www.ncdc.noaa.gov/paleo/study/19239,1891.0-2009.0,1891.0-2009.0,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
46,49,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/001_ch2k_XI17HAI01_128_ch2k_XI17HAI01_136__46_49.jpg,ch2k_XI17HAI01_128,ch2k_XI17HAI01_136,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Fengjiawan, Wenchang, China","Fengjiawan, Wenchang, China",19.395000457763672,19.395000457763672,110.75299835205078,110.75299835205078,nan,nan,Coral,Coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/34452,https://www.ncdc.noaa.gov/paleo/study/34452,167.0-309.0,167.0-309.0,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
47,48,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/002_ch2k_XI17HAI01_130_ch2k_XI17HAI01_134__47_48.jpg,ch2k_XI17HAI01_130,ch2k_XI17HAI01_134,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Fengjiawan, Wenchang, China","Fengjiawan, Wenchang, China",19.395000457763672,19.395000457763672,110.75299835205078,110.75299835205078,nan,nan,Coral,Coral,Sr/Ca,Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34452,https://www.ncdc.noaa.gov/paleo/study/34452,167.0-309.0,167.0-309.0,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
50,54,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/003_ch2k_DE14DTO03_140_ch2k_DE14DTO01_148__50_54.jpg,ch2k_DE14DTO03_140,ch2k_DE14DTO01_148,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Dry Tortugas, Florida, USA","Dry Tortugas, Florida, USA",24.69879913330078,24.69879913330078,-82.79740142822266,-82.79740142822266,-4.3,-4.3,Coral,Coral,Sr/Ca,Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/11935,https://www.ncdc.noaa.gov/paleo/study/16217,1945.0-2008.6,1779.1-1967.9,KEEP,REMOVE,MANUAL,
69,70,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/004_ch2k_EV18ROC01_184_ch2k_EV18ROC01_186__69_70.jpg,ch2k_EV18ROC01_184,ch2k_EV18ROC01_186,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Rocas Atoll, Rio Grande do Norte, Brazil","Rocas Atoll, Rio Grande do Norte, Brazil",-3.859999895095825,-3.859999895095825,-33.77000045776367,-33.77000045776367,-2.0,-2.0,Coral,Coral,Sr/Ca,Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34373,https://www.ncdc.noaa.gov/paleo/study/34373,1970.0-2008.0,1970.0-2008.0,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
75,76,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/005_ch2k_ZI15IMP02_200_ch2k_ZI15IMP02_202__75_76.jpg,ch2k_ZI15IMP02_200,ch2k_ZI15IMP02_202,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Rowley Shoals, Australia","Rowley Shoals, Australia",-17.51959991455078,-17.51959991455078,118.96900177001953,118.96900177001953,-8.0,-8.0,Coral,Coral,Sr/Ca,Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/19239,https://www.ncdc.noaa.gov/paleo/study/19239,1798.0-2009.0,1798.0-2009.0,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
101,102,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/006_ch2k_DR99ABR01_264_ch2k_DR99ABR01_266__101_102.jpg,ch2k_DR99ABR01_264,ch2k_DR99ABR01_266,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Abraham Reef, Australia","Abraham Reef, Australia",-22.100000381469727,-22.100000381469727,153.0,153.0,-10.0,-10.0,Coral,Coral,d18O,d18O,https://www.ncdc.noaa.gov/paleo/study/1911,https://www.ncdc.noaa.gov/paleo/study/1911,1638.3-1983.3,1638.3-1983.3,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
107,108,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/007_ch2k_ZI15TAN01_278_ch2k_ZI15TAN01_280__107_108.jpg,ch2k_ZI15TAN01_278,ch2k_ZI15TAN01_280,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Ningaloo Reef, Australia","Ningaloo Reef, Australia",-21.89299964904785,-21.89299964904785,113.96299743652344,113.96299743652344,-2.5,-2.5,Coral,Coral,Sr/Ca,Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/19239,https://www.ncdc.noaa.gov/paleo/study/19239,1952.0-1999.0,1952.0-1999.0,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
127,128,https://nzero.umd.edu:444/hub/user-redirect/lab/tree/compile_proxy_database_v2.1/ch2k/dup_detection/008_ch2k_ZI15IMP01_328_ch2k_ZI15IMP01_330__127_128.jpg,ch2k_ZI15IMP01_328,ch2k_ZI15IMP01_330,CoralHydro2k v1.0.1,CoralHydro2k v1.0.1,"Rowley Shoals, Australia","Rowley Shoals, Australia",-17.53689956665039,-17.53689956665039,118.9739990234375,118.9739990234375,-14.0,-14.0,Coral,Coral,Sr/Ca,Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/19239,https://www.ncdc.noaa.gov/paleo/study/19239,1806.0-2009.0,1806.0-2009.0,KEEP,REMOVE,AUTO: IDENTICAL,RECORDS IDENTICAL (identical data). Automatically choose #1.
