"sample_id","P_Ca_measurement","P_Ca_precision"
252687,0.277109631616735,0.0305060505561382
252688,0.252321430578282,0.0305060505561382
252689,0.24204605270328,0.0119743485016233
252690,0.211901566849797,0.0305060505561382
252691,0.184022602483017,0.0305060505561382
252692,0.185327848600593,0.0119743485016233
252693,0.172349200569705,0.0305060505561382
252694,0.182362933775984,0.0305060505561382
252695,0.240492373659252,0.0119743485016233
252696,0.203093932400739,0.0305060505561382
252697,0.193593745701626,0.0305060505561382
252698,0.181397740143131,0.0119743485016233
252699,0.189988817406209,0.0305060505561382
252700,0.184761939259494,0.0305060505561382
252701,0.176804970050251,0.0119743485016233
252702,0.162462078684242,0.0305060505561382
252703,0.153501421292328,0.0305060505561382
252704,0.183441855235403,0.0119743485016233
252705,0.162236149815589,0.0305060505561382
252706,0.209429009557866,0.0305060505561382
252707,0.282988843278304,0.0119743485016233
252708,0.231378503248466,0.0305060505561382
252709,0.201237727575108,0.0305060505561382
252710,0.172976717037877,0.0119743485016233
252711,0.151419495567985,0.0135689799785392
252712,0.264082778897896,0.0305060505561382
252713,0.213219296413004,0.0119743485016233
252714,0.199550368278723,0.0305060505561382
252715,0.155026870200161,0.0305060505561382
252716,0.147618259795965,0.0119743485016233
252717,0.180826350088728,0.0305060505561382
252718,0.185717079996112,0.0305060505561382
252719,0.222222985952328,0.0119743485016233
252720,0.161598771537852,0.0305060505561382
252721,0.141785714432634,0.0305060505561382
252722,0.148581093838398,0.0119743485016233
252723,0.137873079797808,0.0305060505561382
252724,0.135693880767614,0.0305060505561382
252725,0.177529628778724,0.0119743485016233
252726,0.139296974151991,0.0305060505561382
252727,0.158274704822279,0.0305060505561382
252728,0.23843323551936,0.0119743485016233
252729,0.163460198828169,0.0305060505561382
252730,0.234031729455671,0.0305060505561382
252731,0.202260896357166,0.0119743485016233
252732,0.197849530167063,0.0305060505561382
252733,0.137330082283681,0.0135689799785392
252734,0.142364073951882,0.0119743485016233
252735,0.136326560106925,0.0305060505561382
252736,0.184198902874299,0.0305060505561382
252737,0.118308484332288,0.0119743485016233
252738,0.137225013199362,0.0151579529434398
252739,0.147823687746193,0.0151579529434398
252740,0.192899713806915,0.0119743485016233
252741,0.154426451644092,0.0151579529434398
252742,0.192181006995356,0.0151579529434398
252743,0.229229697635505,0.0119743485016233
252744,0.142071344477776,0.0151579529434398
252745,0.134015502677879,0.0151579529434398
252746,0.139794106206384,0.0258365509306103
252747,0.30102696988191,0.0135689799785392
252748,0.326912829428891,0.0151579529434398
252749,0.293676379008603,0.0258365509306103
252750,0.264209551710634,0.0151579529434398
252751,0.246633876420011,0.0151579529434398
252752,0.222631626338087,0.0258365509306103
252753,0.169688880986978,0.0151579529434398
252754,0.396883506307456,0.0151579529434398
252755,0.397875004694194,0.0258365509306103
252757,0.239373036670292,0.0151579529434398
252758,0.267510362692731,0.0258365509306103
252759,0.320667852851976,0.0151579529434398
252760,0.207000708919866,0.0151579529434398
252761,0.278598467610477,0.0258365509306103
252762,0.197945200226153,0.0151579529434398
252763,0.24372475991408,0.0151579529434398
252764,0.531726717564348,0.0258365509306103
252765,0.699062850893755,0.0151579529434398
252766,0.392549135966225,0.0135689799785392
252767,0.290704969858267,0.0258365509306103
252768,0.255184576533224,0.0151579529434398
252769,0.298013874205137,0.0151579529434398
252770,0.29856718239144,0.0258365509306103
252771,0.301396289798093,0.0151579529434398
252772,0.251635948992361,0.0151579529434398
252773,0.260490477531677,0.0258365509306103
252774,0.297362491662378,0.0151579529434398
252775,0.267199904447827,0.0151579529434398
252776,0.266283391790327,0.0258365509306103
252777,0.316709504448035,0.0151579529434398
252778,0.475568453990959,0.0135689799785392
252779,0.324247306864355,0.0258365509306103
252780,0.28479368819422,0.0135689799785392
252781,0.405496449251798,0.0151579529434398
252782,0.295550840425765,0.0258365509306103
252783,0.323559999937346,0.0151579529434398
252784,0.257520304686818,0.0151579529434398
252785,0.209197940184943,0.0258365509306103
252786,0.247365106714957,0.0151579529434398
252787,0.310745496427659,0.0151579529434398
252788,0.456373002028611,0.0258365509306103
252789,0.477783799585998,0.0151579529434398
252790,0.310644861826246,0.0151579529434398
252791,0.268684209654692,0.0258365509306103
252792,0.318451929689668,0.0151579529434398
252793,0.281270481840389,0.0151579529434398
252794,0.281671542702336,0.0258365509306103
252795,0.277024097620923,0.0151579529434398
252796,0.27193839345856,0.0151579529434398
252797,0.270433116970674,0.0258365509306103
252799,0.234738829512664,0.0151579529434398
252800,0.209997606782108,0.0258365509306103
252801,0.21693122369053,0.0151579529434398
252802,0.247061914203083,0.0151579529434398
252803,0.222512201870765,0.0258365509306103
252804,0.24419661199872,0.0151579529434398
252805,0.255499167575308,0.0151579529434398
271870,0.323244925679999,0.041624164662288
271871,0.325006659259999,0.0576590047237365
271872,0.19190017172,0.0591481250071352
271873,0.25534757478,0.0293729651847555
271874,0.2561042457,0.0458443930027189
271875,0.2908380006,0.0467371432070231
271876,0.28649262174,0.0961363927607028
271877,0.21223777632,0.057598902639081
271878,0.248437423919999,0.0478699772540821
271879,0.152865848459999,0.0325133514114193
271880,0.13845820992,0.0220375046833752
271881,0.163344390759999,0.0908157242732753
271882,0.12871866936,0.0651854854360292
271883,0.150373278119999,0.0222980174862229
271884,0.171273644299999,0.0298529271696742
271885,0.25866775804,0.0354058387754536
271886,0.17333085712,0.0376645153895122
271887,0.134052646803921,0.0152120882167501
271888,0.12677976724,0.0221389311936206
271889,0.18699267003,0.0533999941876811
271890,0.281372756859999,0.101204210478607
271891,0.1936400925,0.0729402175903735
271892,0.26199682,0.0912191760649955
271893,0.25910971294,0.130691217895287
271894,0.24368709824,0.0767804340409995
271895,0.208662758529999,0.102403096587219
271896,0.16695468148,0.0731070573890228
271897,0.183734069719999,0.0649655695161526
271898,0.19219541608,0.0495277379846017
271899,0.22237969834,0.0563068817365885
271900,0.20455646848,0.0512238344133875
271901,0.148327625079999,0.0480037558248629
271902,0.129347996519999,0.0497464821095135
271903,0.22034341024,0.0357288941359566
271904,0.176991776,0.02505823121595
271905,0.205151201979999,0.0251059179098348
271906,0.17931569942,0.019206025957138
271907,0.17402016124,0.0230368433537215
271908,0.172407206745098,0.0497182095372315
271909,0.30349672492,0.0656704348820844
271910,0.18778660426,0.0364878849140702
271911,0.24535852428,0.104915901053057
271912,0.220459967159999,0.113401323328183
271913,0.18140354682,0.0233138438957782
352226,0.200873642668909,NA
352227,0.213301640354679,NA
352228,0.216175020113535,NA
352229,0.207954245043885,NA
352230,0.280500218991978,NA
352232,0.245743149006018,NA
352233,0.261990161910592,NA
352234,0.259752663091628,NA
352235,0.305312297789983,NA
352236,0.147905573598005,NA
352237,0.201214314235497,NA
352238,0.179865173403356,NA
352239,0.187355516071646,NA
352240,0.197273241205034,NA
352241,0.189148248079228,NA
352242,0.167508887018569,NA
352243,0.233309118277239,NA
352244,0.175636532285455,NA
352245,0.363320195166856,NA
352246,0.287725040791476,NA
352247,0.178174391004429,NA
352248,0.247414647878546,NA
352249,0.206899987554647,NA
352250,0.178805690354424,NA
352251,0.167730356692023,NA
352252,0.183179566094594,NA
352253,0.163325844656116,NA
352254,0.213854613822754,NA
352255,0.184913066319445,NA
352256,0.172893031484508,NA
352257,0.227600487369092,NA
352258,0.256991474606253,NA
352259,0.319935785002056,NA
352260,0.290917044898274,NA
352261,0.235647621756685,NA
352262,0.229789436253513,NA
352263,0.228001014651863,NA
352264,0.319700625555555,NA
352265,0.315817270767038,NA
352266,0.262840219204144,NA
352267,0.274206399871569,NA
352268,0.188908186028111,NA
352269,0.272369249568925,NA
352270,0.161572469800115,NA
352271,0.173344428320998,NA
352272,0.178985260346026,NA
352273,0.198341193059491,NA
352274,0.279605303019772,NA
352275,0.173635133077751,NA
352276,0.180020980263006,NA
352277,0.15878335479955,NA
352278,0.173510718034803,NA
352279,0.189601576113653,NA
352280,0.210984495788195,NA
352281,0.176311027265841,NA
352282,0.225495743654145,NA
352283,0.20563156915592,NA
352284,0.240379455925742,NA
352285,0.212816564719773,NA
352286,0.173753342843774,NA
352287,0.202750813417818,NA
352288,0.193962509975276,NA
352289,0.234674171341703,NA
352290,0.260322090927691,NA
352291,0.244375835911193,NA
352292,0.230888087026817,NA
352293,0.233213609266482,NA
352294,0.218543148627958,NA
352295,0.162525915745555,NA
352296,0.304597434397257,NA
352297,0.167957536453408,NA
352298,0.286156401897954,NA
352299,0.214308016890168,NA
352300,0.165851443078452,NA
352301,0.160332775632837,NA
352302,0.157693370076686,NA
352303,0.203610632920732,NA
352304,0.204136114968813,NA
352305,0.226376576526065,NA
352306,0.226893624304627,NA
352307,0.241231608512535,NA
352308,0.209220841523088,NA
352309,0.218242232911488,NA
352310,0.20173305264451,NA
352311,0.245872901283128,NA
352312,0.205909566441388,NA
352313,0.171310102020291,NA
352314,0.226347711544116,NA
352315,0.203228055753264,NA
352316,0.185935976825141,NA
352317,0.178262340745407,NA
352318,0.23554380078909,NA
352319,0.257811907758533,NA
352320,0.290729677022298,NA
352321,0.290435091582447,NA
352322,0.312361820471322,NA
352323,0.374535003169004,NA
352324,0.445293601965336,NA
352325,0.378383574514646,NA
352326,0.41048692647756,NA
352327,0.382163645652293,NA
352328,0.367008426902765,NA
352329,0.266893743002491,NA
352330,0.245704462856162,NA
352331,0.271312967386132,NA
352332,0.297813682708845,NA
352333,0.174357339550668,NA
352334,0.334529945773655,NA
352335,0.293300337502397,NA
352336,0.203733260805247,NA
352337,0.249547721892385,NA
352338,0.238188590416209,NA
352339,0.226854784325437,NA
352340,0.250284523854555,NA
352341,0.21326944762833,NA
352342,0.243756023628536,NA
352343,0.269198836839557,NA
352344,0.285477331237398,NA
352345,0.264051785028135,NA
352346,0.226932036092475,NA
352347,0.188255418154346,NA
352348,0.184889581997926,NA
352349,0.181718074515372,NA
352350,0.21022625799863,NA
352351,0.203948107930836,NA
352352,0.267410300010713,NA
352353,0.192365344750403,NA
352354,0.15946420099461,NA
352355,0.169637641787558,NA
352356,0.134148481135391,NA
352357,0.163440969715172,NA
352358,0.140590132213746,NA
352359,0.126612310923212,NA
352360,0.167869547610526,NA
352361,0.150163660689989,NA
352362,0.195101554171915,NA
352363,0.147990017447938,NA
352364,0.170032598387615,NA
352365,0.221654019862369,NA
352366,0.23873667171784,NA
352367,0.203269511105378,NA
352368,0.172568471103248,NA
352369,0.229142870622382,NA
352370,0.215543216007719,NA
352371,0.153778145131565,NA
352372,0.161254031845087,NA
352373,0.285720345281656,NA
352374,0.261917175982586,NA
352375,0.234443045997668,NA
352376,0.238982847388049,NA
352377,0.238982847388049,NA
352378,0.276356560097417,NA
352379,0.277172520196222,NA
352380,0.277172520196222,NA
352381,0.249233786613305,NA
352382,0.185868767511835,NA
352383,0.150456697475799,NA
352384,0.234248884605953,NA
352385,0.288584107318129,NA
352386,0.293219647161057,NA
352387,0.203473425766861,NA
352388,0.242984175147573,NA
352389,0.198237450877224,NA
352390,0.137623265512588,NA
352391,0.261659523247744,NA
352392,0.209295931740197,NA
352393,0.254161069306825,NA
352394,0.275945580389942,NA
352395,0.197122500272278,NA
352396,0.15306294333959,NA
352397,0.206171023990932,NA
352398,0.221929594285016,NA
352399,0.190789920982387,NA
352400,0.293701753536548,NA
352401,0.193701797544463,NA
352402,0.113747999591558,NA
352403,0.188004271483564,NA
352404,0.184481258536238,NA
352405,0.185591597340806,NA
352406,0.204276100268094,NA
352407,0.192168080341611,NA
352408,0.157716735220573,NA
352409,0.121146036674363,NA
352410,0.172288215271821,NA
352411,0.148707175448845,NA
352412,0.187612585315766,NA
352413,0.198153982129644,NA
352414,0.188567707748259,NA
352415,0.177059440264002,NA
352416,0.221313129515976,NA
352417,0.252513000248206,NA
352418,0.249479646545781,NA
352419,0.217204062826468,NA
352420,0.186518281160132,NA
352421,0.232854498133435,NA
352422,0.20645719717978,NA
352423,0.216322583921807,NA
352424,0.242506761811834,NA
352425,0.21124925560498,NA
352426,0.257717138528009,NA
352427,0.276347430069272,NA
352428,0.266950977073223,NA
352429,0.208994049421407,NA
352430,0.286574679027506,NA
352431,0.252422693443188,NA
352432,0.281031299592806,NA
352433,0.294130221525118,NA
352434,0.272740188871454,NA
352435,0.236308309783022,NA
352436,0.292550402751361,NA
352437,0.292565292115859,NA
352438,0.255722012743967,NA
352439,0.233804706693382,NA
352440,0.270919797124366,NA
352441,0.262787597218938,NA
352442,0.224333267098338,NA
352443,0.221061338167935,NA
352444,0.227479095062238,NA
352445,0.245554997347273,NA
352446,0.232283440617564,NA
352447,0.283202506198191,NA
352448,0.246184179045045,NA
352449,0.217827799811792,NA
352450,0.219074049997702,NA
352451,0.217968676841703,NA
352452,0.236662655439215,NA
352453,0.25566268886571,NA
352454,0.22435714462451,NA
352455,0.214329206603505,NA
352456,0.20135376345574,NA
352457,0.168681799577127,NA
352458,0.199692314383807,NA
352459,0.186128560005472,NA
352460,0.240636491450904,NA
352461,0.257674039573151,NA
352462,0.197679356796012,NA
352463,0.159695706606095,NA
352464,0.265202442684335,NA
352465,0.182825335052865,NA
352466,0.237954395050866,NA
352467,0.152381037111629,NA
352468,0.287017110479654,NA
352469,0.20847139069123,NA
352470,0.270313633917836,NA
352471,0.279981210242911,NA
